Comment,feeling,TimeStamp,UID,Url,
这个节目太精致了,0.5752023085750488,1363.87800,3c755baa,https://comment.bilibili.com/423016905.xml,
我会爱我的宝贝很久    ,0.9814283964429431,87.27000,3c755baa,https://comment.bilibili.com/423016905.xml,
天啊！多大的毅力啊,0.3620619367228205,3748.64700,df27205a,https://comment.bilibili.com/423016905.xml,
肯定是申请过的啊,0.1478703719956177,3278.07500,df27205a,https://comment.bilibili.com/423016905.xml,
连声音都是骄傲的风采,0.993422566382971,387.06700,3f787b88,https://comment.bilibili.com/423016905.xml,
真的是非常真挚的情感,0.9931676061272582,623.86100,1553e688,https://comment.bilibili.com/423016905.xml,
对的人在前程里,0.5365062352594532,1210.87100,976e0340,https://comment.bilibili.com/423016905.xml,
标记一下：张重阳看这里,0.3112909522900533,75.92100,a56e04c5,https://comment.bilibili.com/423016905.xml,
教授像在给小孩子演讲一样，声情并茂,0.8988789814743721,630.94800,6ce6072,https://comment.bilibili.com/423016905.xml,
怎么都是罚罪演员哈哈,0.9372363794711465,2097.94800,dff803df,https://comment.bilibili.com/423016905.xml,
奶奶也有一份功劳呀,0.8416199189845912,817.68000,f102e239,https://comment.bilibili.com/423016905.xml,
向往农业的土木人,0.9264056583004471,1385.72400,187fd4f,https://comment.bilibili.com/423016905.xml,
这里跟大家说一些，这里的小麦是节目组花了三个月种出来的,0.21352731981394457,1428.02800,49de378a,https://comment.bilibili.com/423016905.xml,
美术组 白菜呢！,0.8501598100548067,1413.45800,a8707da5,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之生,0.7569121607790805,4390.98000,a1988e24,https://comment.bilibili.com/423016905.xml,
一直会被一些可爱的人感动,0.9748124771976836,492.77500,16f65966,https://comment.bilibili.com/423016905.xml,
表情太可爱了 ，语言幽默,0.7374948308182117,984.33900,1d849dc8,https://comment.bilibili.com/423016905.xml,
感觉教授在给小朋友讲课的样子,0.8758485315169119,486.37700,5fb396c9,https://comment.bilibili.com/423016905.xml,
真的太爱这对可爱的人儿了。勉励自己,0.758575745568066,1452.81800,d66ff8fe,https://comment.bilibili.com/423016905.xml,
《他来了请闭眼》王凯饰演李熏然！！,0.14028936218921617,2253.22200,ac491db5,https://comment.bilibili.com/423016905.xml,
好难得的教授，充满童真,0.9867848907456663,893.87000,fcf510e8,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康,0.9976255649652247,4304.70100,6af6efc9,https://comment.bilibili.com/423016905.xml,
爷爷一定要健康长寿,0.9299563262561018,4133.35700,f0b7d8f5,https://comment.bilibili.com/423016905.xml,
术业有专攻，爷爷这是专业到极致了，得有非常深厚的知识底蕴和耐心才能做到这样,0.9997841302951518,3701.36700,f0b7d8f5,https://comment.bilibili.com/423016905.xml,
崔爷爷长命百岁,0.9582729812807482,4125.20200,9dff4dd9,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之生,0.7569121607790805,4400.99000,b78e03c0,https://comment.bilibili.com/423016905.xml,
字里行间满是骄傲,0.9902511430033444,391.98100,c2018065,https://comment.bilibili.com/423016905.xml,
真·罪恶克星！,0.291927850974258,3715.98100,b100a6f9,https://comment.bilibili.com/423016905.xml,
我会爱那些爱我的人很久很久,0.988436762979631,296.58900,a24da0ea,https://comment.bilibili.com/423016905.xml,
可以可以，时尚您拿捏了,0.8522917522749419,1040.85300,b100a6f9,https://comment.bilibili.com/423016905.xml,
作文素材有了！,0.9650003061155241,849.77800,b100a6f9,https://comment.bilibili.com/423016905.xml,
到了那个裉节确实会有强迫症！,0.8369862271038029,760.98800,b100a6f9,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康,0.9976255649652247,4281.71300,1cdd1e23,https://comment.bilibili.com/423016905.xml,
哈哈哈哈太搞笑了,0.6776618555846141,942.93800,2e258ef2,https://comment.bilibili.com/423016905.xml,
董老师遇见周老师那年也是29和34岁呢 ,0.997485438682343,2892.17800,e61c2375,https://comment.bilibili.com/423016905.xml,
热爱可抵岁月漫长,0.9962849479562957,4209.55200,7f0f7229,https://comment.bilibili.com/423016905.xml,
哈哈哈 河南话ru 太可爱啦,0.7962133170013344,1068.83000,152b695a,https://comment.bilibili.com/423016905.xml,
首先做到爱自己一辈子,0.8743605960408183,216.44300,2701ded8,https://comment.bilibili.com/423016905.xml,
董老师都耐不住等他说完啦哈哈哈,0.9493238637317524,873.55400,91c56341,https://comment.bilibili.com/423016905.xml,
哇 董卿卿这里好美,0.9710877665810668,1440.05400,67ffdbd3,https://comment.bilibili.com/423016905.xml,
哈哈哈哈给小孩子讲故事,0.9681325380998294,567.61300,67ffdbd3,https://comment.bilibili.com/423016905.xml,
都好慈祥诶  柔和又伟大,0.9453738087444139,352.39900,67ffdbd3,https://comment.bilibili.com/423016905.xml,
哈哈哈哈哈哈好像是哈利波特世界里会动的照片,0.9999660109080959,19.17800,67ffdbd3,https://comment.bilibili.com/423016905.xml,
真的太好看了！透着屏幕都能感觉到满满的真挚的爱！,0.9774768272417087,499.03900,73c5be64,https://comment.bilibili.com/423016905.xml,
我会爱时代少年团很久，TNT要一起开万人演唱会,0.9793749373161722,196.26400,a1bd0864,https://comment.bilibili.com/423016905.xml,
爷爷健康平安！！！,0.5421542929311889,4218.84500,5257fe2b,https://comment.bilibili.com/423016905.xml,
omg 爷爷一定要长命百岁！！！一生平安！！！,0.23472608256488492,4064.82100,5257fe2b,https://comment.bilibili.com/423016905.xml,
真的太可爱了 每次鼓掌都给观众鞠躬示意 这种谦虚平和太戳我了,0.9890063228677402,3829.29600,5257fe2b,https://comment.bilibili.com/423016905.xml,
细节观察真的绝了 太细致了鹰眼,0.9413580461700509,3652.91600,5257fe2b,https://comment.bilibili.com/423016905.xml,
好可爱啊爷爷 好礼貌一直很谦逊,0.990969317629863,3625.51100,5257fe2b,https://comment.bilibili.com/423016905.xml,
崔老真的记得每一案件的人的名字呀,0.9970666140764595,3628.62500,582223db,https://comment.bilibili.com/423016905.xml,
非常敬佩，深受感动，希望爷爷照顾好身体,0.9999976491755823,4152.59700,1e961aca,https://comment.bilibili.com/423016905.xml,
马上去投了两个币,0.32854130575975105,3822.36600,4198f44c,https://comment.bilibili.com/423016905.xml,
55555我会照顾你，好想哭,0.99598397608396,3032.25500,4198f44c,https://comment.bilibili.com/423016905.xml,
两个老教授开心的互相卷了一辈子,0.9143995286820262,1051.10800,1bc8959f,https://comment.bilibili.com/423016905.xml,
致敬！农业！农民！科研工作者！茹老师！原老师！,0.9999832931470123,1334.59300,a2f996d9,https://comment.bilibili.com/423016905.xml,
原来这就是真正纯粹的爱啊,0.582304378760312,579.10800,67c0d800,https://comment.bilibili.com/423016905.xml,
崔老细节做的很好，双手与董卿老师握手,0.9996380609781502,3278.42300,719b5ad9,https://comment.bilibili.com/423016905.xml,
务实吧，把结果和答案交出来才不负一份份责任和期待,0.03456979909643976,4201.10800,79308f22,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康，万事如意！,0.9973633104250922,4243.49700,ca20a5d1,https://comment.bilibili.com/423016905.xml,
Ta可以是所热爱的一切,0.8152072787670052,58.07400,57eddad0,https://comment.bilibili.com/423016905.xml,
愿爷爷身体康健,0.9608396111776372,4237.72300,c32e80fd,https://comment.bilibili.com/423016905.xml,
偶然与必然，考研人的DNA动了,0.6916928381094916,3823.42100,6cc40268,https://comment.bilibili.com/423016905.xml,
好喜欢爷爷那句：这案子破了吧～,0.9215964983732117,3544.03100,fee7af12,https://comment.bilibili.com/423016905.xml,
妻子很清秀又有点温和,0.7865717562969475,2857.89100,fee7af12,https://comment.bilibili.com/423016905.xml,
就像考研，只有考到了梦想的学校才能是解脱,0.9999678316086213,1953.31000,dd6a72a4,https://comment.bilibili.com/423016905.xml,
爷爷聪明记忆力好，有信仰。。。,0.9993813295956068,3949.38800,99f8e45f,https://comment.bilibili.com/423016905.xml,
卿卿：弟弟，你不懂了吧,0.9261427317729568,3482.14000,2947009,https://comment.bilibili.com/423016905.xml,
哇！爷爷看起来好精神！,0.9746435236226337,3296.08800,62900511,https://comment.bilibili.com/423016905.xml,
他真的很热爱自己的事业,0.9922095675711226,503.84700,12621e07,https://comment.bilibili.com/423016905.xml,
我真的好喜欢他演的方孟韦！！！,0.8829886684430187,2091.42000,250e4627,https://comment.bilibili.com/423016905.xml,
会爱爸爸妈妈弟弟妹妹很久很久,0.9996056733406715,95.41700,f3f565ce,https://comment.bilibili.com/423016905.xml,
董卿这个反应真的好好,0.5467044611652612,1003.40900,aba6c9ba,https://comment.bilibili.com/423016905.xml,
哈哈哈哈哈哈哈哈太可爱了两位老师,0.9972042244783735,977.29700,aba6c9ba,https://comment.bilibili.com/423016905.xml,
两位老师互夸哈哈哈哈哈哈太可爱了,0.9988483453310363,921.29700,aba6c9ba,https://comment.bilibili.com/423016905.xml,
我妈妈是20年确诊的，不知道哭了多少次了,0.5931969789194841,3014.13700,1860e33d,https://comment.bilibili.com/423016905.xml,
哈哈哈哈哈小说般的爱情,0.9899450300613998,994.73300,6cc536e3,https://comment.bilibili.com/423016905.xml,
朗朗：又谢，诶嘿,0.34256423329239816,278.69500,6fc4312e,https://comment.bilibili.com/423016905.xml,
不会，因为不是他，是她【doge】,0.23716457894033394,187.40300,6fc4312e,https://comment.bilibili.com/423016905.xml,
既然这样说了，导演一定是了解过、得到允许的呀,0.5972124515551632,3275.06600,627aa5fe,https://comment.bilibili.com/423016905.xml,
两个人互相尊敬，互相夸,0.7808505914261269,930.59200,d0103cde,https://comment.bilibili.com/423016905.xml,
他真的又帅又有内涵啊！！！！！！太赞了,0.017607816010341337,2290.65200,3eadba11,https://comment.bilibili.com/423016905.xml,
董卿太有气质了,0.4149385314638957,339.13300,c7761898,https://comment.bilibili.com/423016905.xml,
我希望自己拥有爱别人的能力,0.9814709066869709,202.08000,6a7a4396,https://comment.bilibili.com/423016905.xml,
哈哈，这俩教授，太可爱了,0.2696397630309275,992.06600,c1040d17,https://comment.bilibili.com/423016905.xml,
好可爱的教授，声情并茂的,0.9415546307242812,522.08500,c1040d17,https://comment.bilibili.com/423016905.xml,
他用痛苦来形容分离,0.9494774718621544,2940.84100,36bfd2c6,https://comment.bilibili.com/423016905.xml,
他真的好可爱啊，上他的课应该很有趣,0.9934579944273236,534.06700,7cba80a9,https://comment.bilibili.com/423016905.xml,
语气里透露着对小麦的热爱,0.8800489206271834,392.10700,6828b719,https://comment.bilibili.com/423016905.xml,
琅琊榜是为数不多的超越小说的一部剧，真的很棒,0.9871523764293263,2143.63900,ba2c668f,https://comment.bilibili.com/423016905.xml,
没错，王凯唱匆匆那年的时候一开始也是坐着的,0.987161136996272,2365.26600,ce5fc514,https://comment.bilibili.com/423016905.xml,
爷爷好好，每次听到鼓掌都点头致意,0.9978050854161049,3678.78500,aea4d978,https://comment.bilibili.com/423016905.xml,
说起培育的品种，眼里有光的激动的像小孩子,0.9949198201967253,372.42000,bfa90620,https://comment.bilibili.com/423016905.xml,
那几部经典已经足够让你屹立不倒了,0.9782930772389359,2250.15600,91173e72,https://comment.bilibili.com/423016905.xml,
我没酸，只是羡慕,0.97422721436404,1147.28200,c175c43e,https://comment.bilibili.com/423016905.xml,
崔爷爷好，向您致敬！,0.9963876494950197,4228.36200,9d9225d5,https://comment.bilibili.com/423016905.xml,
唯一一个不舍得开倍速的节目,0.07912113629660344,2.06900,7bfc1fba,https://comment.bilibili.com/423016905.xml,
刚才自己给自己鼓掌好可爱哈哈,0.9409757288931794,3391.90400,471bdf0a,https://comment.bilibili.com/423016905.xml,
刑诉法同学来报道！,0.9737034746442609,3235.63900,471bdf0a,https://comment.bilibili.com/423016905.xml,
这一身哽咽泪目,0.9833632823559683,2799.83000,471bdf0a,https://comment.bilibili.com/423016905.xml,
这夫妻啦 啊哈哈哈哈哈,0.9423313352781015,985.82000,5e1eb0db,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康长命百岁！,0.9973633104250922,4279.02800,6a904d6c,https://comment.bilibili.com/423016905.xml,
迅哥，好灵气啊！！,0.6495109281008925,4687.02600,9d430f4d,https://comment.bilibili.com/423016905.xml,
原来这个世界上真的有些人不用说，就值得掌声,0.9367724059968703,4206.83700,9d430f4d,https://comment.bilibili.com/423016905.xml,
祝爷爷长命百岁！,0.9661922589095531,4267.11300,d6fedd91,https://comment.bilibili.com/423016905.xml,
您的努力永远都会是我们青年人前行的动力,0.8898360398082829,4397.05000,5d706e22,https://comment.bilibili.com/423016905.xml,
松柏长青，爷爷长命！,0.805262899125201,4256.86200,31155a5e,https://comment.bilibili.com/423016905.xml,
爷爷要长命百岁啊,0.8361112027760083,4266.08800,2eb8094a,https://comment.bilibili.com/423016905.xml,
爷爷一定要身体健康！,0.9868425055784535,4262.39400,4fb518d3,https://comment.bilibili.com/423016905.xml,
模范夫妻，敬礼！！！,0.1154064570867408,1118.72800,7912dfde,https://comment.bilibili.com/423016905.xml,
好家伙 积极竞争,0.6306344624698988,1073.26300,f2b2640,https://comment.bilibili.com/423016905.xml,
向崔爷爷致敬！！！,0.9741177455332864,4061.35400,28441ce6,https://comment.bilibili.com/423016905.xml,
哇！！太精神了吧！！太帅了！！！【手动尖叫】,0.12264225320291133,3238.43300,c032fe42,https://comment.bilibili.com/423016905.xml,
致敬英雄，祝爷爷身体健康,0.9999897686682676,4220.65900,240c2241,https://comment.bilibili.com/423016905.xml,
甚至有点押韵哈哈哈哈哈,0.9959084311721601,1367.94800,c032fe42,https://comment.bilibili.com/423016905.xml,
一定要照顾好自己啊崔老,0.9955895127461097,4174.84700,2ef8204a,https://comment.bilibili.com/423016905.xml,
太厉害了，致敬,0.6254848021457006,3258.71600,2ef8204a,https://comment.bilibili.com/423016905.xml,
忍不住了太想哭了,0.6258127101350213,4086.54800,caf09ab2,https://comment.bilibili.com/423016905.xml,
最喜欢朗读亭里的故事 平凡感人,0.9948139689343367,4469.93200,fa4bd647,https://comment.bilibili.com/423016905.xml,
我会爱我的爸爸，因为我只有他了,0.9866693069453849,228.99200,fa4bd647,https://comment.bilibili.com/423016905.xml,
现在的一代不会有这样的想法了,0.9465005328413125,3990.34900,b4c6fc6c,https://comment.bilibili.com/423016905.xml,
好家伙 家风建设一家子警哦,0.45049268142586696,3608.94900,b4c6fc6c,https://comment.bilibili.com/423016905.xml,
泪目 这样的家庭成长的孩子不会有遗憾,0.9973529269840914,3135.94900,b4c6fc6c,https://comment.bilibili.com/423016905.xml,
嗯 会相信这一刻的出现,0.780550925485051,3072.38900,b4c6fc6c,https://comment.bilibili.com/423016905.xml,
爷爷真的中气十足,0.9529362973200627,4280.89000,269c611b,https://comment.bilibili.com/423016905.xml,
哭死我了太幸福太美好了,0.8442544110861673,2889.59200,929ed6cb,https://comment.bilibili.com/423016905.xml,
生物生：这个我熟,0.7576199193443516,386.27400,a9c580c7,https://comment.bilibili.com/423016905.xml,
看到他这么热爱自己的事业，这种神情真的让我泪目,0.9766071994391435,481.86000,3d945d66,https://comment.bilibili.com/423016905.xml,
好喜欢 第三季 开拓人类的极限,0.9936841165193353,269.63400,8def22bf,https://comment.bilibili.com/423016905.xml,
张新建是闯关东的总导演,0.8046657070476395,1768.80700,eee33695,https://comment.bilibili.com/423016905.xml,
爷爷好有爱啊，牵起奶奶的手,0.9782077752365435,1355.28000,fd47a9b9,https://comment.bilibili.com/423016905.xml,
 向所有人致敬,0.8931911662444423,4203.36700,1161a098,https://comment.bilibili.com/423016905.xml,
找到热爱寻找意义,0.9799818273240573,4201.23400,1161a098,https://comment.bilibili.com/423016905.xml,
爷爷要照顾好自己呀,0.9957867302037505,4138.33100,8ac22da1,https://comment.bilibili.com/423016905.xml,
爷爷真的好帅好有精神,0.9744756708742419,3695.95400,15e08eef,https://comment.bilibili.com/423016905.xml,
放小麦，你都看不到人吧 哈哈哈哈哈,0.8293329809767821,1000.54200,a59bb13b,https://comment.bilibili.com/423016905.xml,
正是妈妈失踪了，他才决心做这一行的,0.9618361976606595,3957.10500,ddb8e4ba,https://comment.bilibili.com/423016905.xml,
咏梅老师！好有气质,0.9464108239310102,4631.81400,5ad51f2e,https://comment.bilibili.com/423016905.xml,
哈哈哈哈本质是谁都不想做家务 看孩子,0.9960613303517065,1119.57600,88579bc,https://comment.bilibili.com/423016905.xml,
爷爷身体要健康，好吗？,0.9922892766869774,4279.03400,c1a52d33,https://comment.bilibili.com/423016905.xml,
教授是不是觉得上节目所以要这样啊哈哈哈,0.8083869998802543,506.38000,f6760464,https://comment.bilibili.com/423016905.xml,
只有爱是最力量的，真正爱的就会长久,0.9970776402652197,169.78100,f6760464,https://comment.bilibili.com/423016905.xml,
崔爷爷好好保重身体，向您致敬！,0.9984744264540568,4222.32500,eec24b88,https://comment.bilibili.com/423016905.xml,
这真的是热爱与执着的模样,0.9684030238028083,507.07800,9e7c84b7,https://comment.bilibili.com/423016905.xml,
他们是不怕透露身份的,0.4167596672679996,3266.94300,583b1012,https://comment.bilibili.com/423016905.xml,
有历史老师的味了,0.9701939774775344,452.77600,c21087d2,https://comment.bilibili.com/423016905.xml,
游离缘是指甲甲体（指甲盖）和甲床（指甲盖下面的部分）游基的边缘线（笑线）,0.622051907478477,3492.06500,fa409e8,https://comment.bilibili.com/423016905.xml,
这对夫妻在我们学校做过演讲，真的特别可爱,0.9992657538242122,316.17900,acd39e76,https://comment.bilibili.com/423016905.xml,
董卿的笑太有魅力了！！！,0.6288332668040126,181.32400,7f4f128f,https://comment.bilibili.com/423016905.xml,
哈哈哈哈哈哈哈，这一对太幽默了吧，好羡慕呀，势均力敌的爱情,0.9999008264911631,1073.88000,daad5e52,https://comment.bilibili.com/423016905.xml,
希望有人能惊艳我的青春,0.9974523893262298,192.71600,978f70cb,https://comment.bilibili.com/423016905.xml,
一般由他鉴定的人都是无期或几十年的徒刑，危险不大,0.16231836802084976,3275.30300,d8e4f2b3,https://comment.bilibili.com/423016905.xml,
执手相看泪眼，竟无语凝噎,0.8668377265760735,3030.90800,71564fa5,https://comment.bilibili.com/423016905.xml,
傅雷先生的代表译作,0.44655713736642566,2286.12000,5d74f8d3,https://comment.bilibili.com/423016905.xml,
这是他第一次在公众面前讲他父亲的事情,0.9786958582329442,2047.09400,4eef51eb,https://comment.bilibili.com/423016905.xml,
退休之后又工作了27年。真的太厉害了。要知道现在有些退休的人可能工作时长还不到20年啊。,0.18276040443472008,3847.84700,fc891391,https://comment.bilibili.com/423016905.xml,
爱自己是始终浪漫的开始,0.9517750332740793,93.91400,a20524f0,https://comment.bilibili.com/423016905.xml,
真正的幸福不是永远快乐，是苦难时有爱陪伴,0.9999878706419875,4274.33900,7cf92178,https://comment.bilibili.com/423016905.xml,
有信仰的人总是在发光,0.9663084695175629,3871.19900,7cf92178,https://comment.bilibili.com/423016905.xml,
敬每一个在平凡日子里坚持热爱的人！,0.997576000613851,4488.58100,758046ec,https://comment.bilibili.com/423016905.xml,
天气之子！！！,0.09371102899828132,2548.23300,d4c3ceb,https://comment.bilibili.com/423016905.xml,
BGM: The promise,0.28839286613269877,4501.31800,4f5974ae,https://comment.bilibili.com/423016905.xml,
努力说普通话哈哈哈,0.9037338021988702,1338.52400,22fcf871,https://comment.bilibili.com/423016905.xml,
哈哈哈 有趣的灵魂 ,0.9943417497718264,534.81100,1afbb0b8,https://comment.bilibili.com/423016905.xml,
只求岁月静好，一路与你相伴,0.9773212029444438,3170.38500,7f4f128f,https://comment.bilibili.com/423016905.xml,
教授得眼睛表情重现了好多的场景 故事 ,0.9802467955481696,577.49400,b25b86fc,https://comment.bilibili.com/423016905.xml,
这一期的能量好大,0.8713702981142025,3970.32700,ebc00a1d,https://comment.bilibili.com/423016905.xml,
好家伙，可以直接整个生态系统了,0.7956290732891173,1246.78200,dc84c820,https://comment.bilibili.com/423016905.xml,
磕得好上头！！！,0.10758255537941308,1050.52700,dc84c820,https://comment.bilibili.com/423016905.xml,
磕到了磕到了！,0.4737672181921908,1048.98400,dc84c820,https://comment.bilibili.com/423016905.xml,
好有默契啊，哈哈！,0.6429335818357281,899.90800,dc84c820,https://comment.bilibili.com/423016905.xml,
老师太可爱了，像动画片里给小朋友讲故事的爷爷,0.99847777743782,396.38000,be38062b,https://comment.bilibili.com/423016905.xml,
我的天！这哪里的文学敢这样写啊,0.31530437902426756,3720.65700,ddf13bf4,https://comment.bilibili.com/423016905.xml,
优秀的人总有优秀的道理,0.9886825027803946,2930.55200,ddf13bf4,https://comment.bilibili.com/423016905.xml,
腹有诗书气自华，心拥书艺灵溢爱,0.9901910209377179,2463.07200,ddf13bf4,https://comment.bilibili.com/423016905.xml,
太细心了！敬佩,0.9502887378897017,3669.59500,40d0094e,https://comment.bilibili.com/423016905.xml,
手拉手！！磕到了,0.3500031234896521,1377.73000,40d0094e,https://comment.bilibili.com/423016905.xml,
姝含，我对你的爱变成了单方面长久的遗憾,0.9269199616930219,91.78100,c1dfe3e5,https://comment.bilibili.com/423016905.xml,
当说到自己所热爱的时候 眼睛里都充满了光芒~,0.9620667653493612,384.29800,471f6c10,https://comment.bilibili.com/423016905.xml,
这个语气，真的是又可爱，又骄傲，好想落泪啊,0.9985500510356584,382.41400,7d36d042,https://comment.bilibili.com/423016905.xml,
前面朱广权的笑死我了，哦豁，同学呀,0.7879531297498746,904.99900,98ca4895,https://comment.bilibili.com/423016905.xml,
致敬每一位嘉宾,0.9295103778749264,1596.88300,b387e8f6,https://comment.bilibili.com/423016905.xml,
致敬每一位嘉宾,0.9295103778749264,1580.34400,b387e8f6,https://comment.bilibili.com/423016905.xml,
致敬每一位嘉宾,0.9295103778749264,1560.49000,b387e8f6,https://comment.bilibili.com/423016905.xml,
致敬每一位嘉宾,0.9295103778749264,1555.72000,b387e8f6,https://comment.bilibili.com/423016905.xml,
致敬每一位嘉宾,0.9295103778749264,1534.20800,b387e8f6,https://comment.bilibili.com/423016905.xml,
致敬每一位嘉宾,0.9295103778749264,1513.90200,b387e8f6,https://comment.bilibili.com/423016905.xml,
致敬每一位嘉宾,0.9295103778749264,1505.57400,b387e8f6,https://comment.bilibili.com/423016905.xml,
致敬每一位嘉宾,0.9295103778749264,1492.47600,b387e8f6,https://comment.bilibili.com/423016905.xml,
呜呜 老师读信的时候感觉要哭了,0.9388584074387168,2842.62800,cc870227,https://comment.bilibili.com/423016905.xml,
结婚是一个女孩最美丽的一刻，之后就像下坡一样逐渐暗淡,0.988811638024324,93.55100,d53fa7f4,https://comment.bilibili.com/423016905.xml,
《知青》这部戏我喜欢,0.9896785997652779,1712.62800,f10d1e4c,https://comment.bilibili.com/423016905.xml,
老爷子有很强的表达欲哈哈哈,0.9948098444291236,1073.05400,f10d1e4c,https://comment.bilibili.com/423016905.xml,
我也有这种看到一处景在想一部小小的电影,0.9044830410925161,141.81900,f10d1e4c,https://comment.bilibili.com/423016905.xml,
每次听到广告语朗朗上口，我就想起朗朗在那里默默的弹钢琴，而且bug还卡的相当好,0.6358241453153124,1544.66300,f408490a,https://comment.bilibili.com/423016905.xml,
真的很“傻”很可爱,0.9310054643676698,493.68800,578741a8,https://comment.bilibili.com/423016905.xml,
人对热爱的事业真的是很有激情,0.998380371684087,379.91900,578741a8,https://comment.bilibili.com/423016905.xml,
卿卿笑声太迷人了,0.9471029617287392,1121.79900,fb586894,https://comment.bilibili.com/423016905.xml,
和品诺王老师一个口音啊好像，好可爱,0.9965718603373687,377.12700,ba11418e,https://comment.bilibili.com/423016905.xml,
新乡人为两位老师感到自豪,0.8781863366676449,1039.89900,8f32ccbc,https://comment.bilibili.com/423016905.xml,
天气之子的BGM!!,0.2844995600459511,2574.21100,24b38474,https://comment.bilibili.com/423016905.xml,
书信真的是最浪漫的联系方式,0.9519244043943272,2960.33800,c91efbec,https://comment.bilibili.com/423016905.xml,
哈哈哈，夫妻在线battle,0.6882237874846426,1050.45300,e92862c3,https://comment.bilibili.com/423016905.xml,
这两口子在家吵架肯定很有意思,0.9136510939481264,1055.14400,48cca099,https://comment.bilibili.com/423016905.xml,
真正的爱情是势均力敌,0.8665780620460153,1191.76200,f681aca6,https://comment.bilibili.com/423016905.xml,
这对夫妻也太可爱了天啊,0.7327984726508392,977.97100,f5fba892,https://comment.bilibili.com/423016905.xml,
爷爷要长命百岁啊,0.8361112027760083,4279.53200,995de743,https://comment.bilibili.com/423016905.xml,
我滴天连名字都押韵,0.85087660749417,1370.06600,28adfb51,https://comment.bilibili.com/423016905.xml,
这位真的好有趣哈哈哈哈哈,0.9821680959369945,486.14600,97967f9,https://comment.bilibili.com/423016905.xml,
我会爱爸妈一辈子，下辈子也会,0.9424192860618275,332.06100,639c3254,https://comment.bilibili.com/423016905.xml,
能感受到张医生的心碎感,0.9687614939004986,2802.66300,3aaa9028,https://comment.bilibili.com/423016905.xml,
好希望邀请演员钱波老师。,0.9946599834239469,17.13900,3790c2d0,https://comment.bilibili.com/423016905.xml,
